step,train_loss,lr_multiplier
250,4.937589198350906,0.4
500,4.2685734033584595,0.4
750,4.072573885321617,0.4
1000,3.9443823248147964,0.4
1250,3.9242182970046997,0.3612205128205129
1500,3.6941079646348953,0.3125025641025641
1750,3.7012724429368973,0.2637846153846154
2000,3.6696420460939407,0.21506666666666666
2250,3.5040062218904495,0.16634871794871797
2500,3.447052478790283,0.11763076923076923
2750,3.4998066276311874,0.06891282051282052
3000,3.4061162024736404,0.04000000000000001
